Company,TypeName,Inches,Ram,OpSys,Weight,Price,ScreenBreadth,ScreenLength,Screen Panel Type,Additional Screen Features,CPU Brand,CPU Series,CPU Clock Speed,Memory Size,Additional Memory,Memory Type,GPU Brand,GPU Series
Asus,Gaming,17.3,16,Windows 10,3.0,84768,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Acer,Notebook,15.6,12,Windows 10,2.2,36975,1366,768,IPS Panel,Standard,Intel,Core,1.6,1024,0,HDD,Nvidia,GeForce
MSI,Gaming,17.3,8,Windows 10,2.7,71874,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Linux,2.3,41498,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,AMD,Radeon
HP,Ultrabook,15.6,4,Windows 10,1.9,26586,1920,1080,Standard,Full HD,AMD,A9-Series,3,256,0,SSD,AMD,Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.1,65510,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,256,0,SSD,AMD,Radeon
Lenovo,Notebook,14,8,Windows 10,1.9,49976,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Workstation,15.6,8,Windows 10,1.8,144495,3840,2160,Touchscreen,4K Ultra HD,Intel,Core,2.8,256,0,SSD,Nvidia,Quadro
Lenovo,Ultrabook,14,16,Windows 10,1.1,139860,2560,1440,IPS Panel,Standard,Intel,Core,2.7,1024,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,16303,1366,768,Standard,Standard,Intel,Celeron,1.1,1024,0,HDD,Intel,HD
Asus,Gaming,17.3,16,Windows 10,2.9,81465,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Lenovo,Notebook,25.6,8,Windows 10,2.1,60978,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,256,1024,SSD,AMD,Radeon
Acer,Notebook,15.6,8,Linux,2.5,46833,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
MSI,Gaming,17.3,16,Windows 10,2.8,119826,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Asus,Ultrabook,14,8,Windows 10,1.1,99793,1920,1080,Standard,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Toshiba,Ultrabook,13.3,16,Windows 10,1.2,93080,1920,1080,Standard,Full HD,Intel,Core,2.5,512,0,SSD,Intel,HD
Dell,Ultrabook,14,8,Windows 10,1.4,89510,1920,1080,Standard,Full HD,Intel,Core,2.8,512,0,SSD,Intel,HD
Lenovo,Notebook,35.6,4,Windows 10,2.2,21791,1920,1080,Standard,Full HD,Intel,Core,2,500,0,HDD,Intel,HD
Lenovo,Notebook,11.6,2,Windows 10,1.2,16221,1366,768,Standard,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
Lenovo,Workstation,15.6,8,Windows 10,2.7,102564,1920,1080,Standard,Full HD,Intel,Core,2.8,512,0,SSD,Nvidia,Quadro
Lenovo,Ultrabook,14,8,Windows 10,1.7,103523,2560,1440,IPS Panel,Full HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
HP,Notebook,15.6,4,Windows 10,2.1,24988,1920,1080,Standard,Full HD,Intel,Core,2,1024,0,HDD,AMD,Radeon
Acer,2 in 1 Convertible,13.3,8,Windows 10,1.6,42038,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Asus,2 in 1 Convertible,13.3,8,Windows 10,1.3,49443,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,15.6,4,Linux,2.3,31909,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,AMD,Radeon
Dell,Notebook,13.3,4,Windows 10,1.6,36709,1366,768,Standard,Standard,Intel,Core,2,128,0,SSD,Intel,HD
HP,Ultrabook,14,8,Windows 10,1.4,79920,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.1,28768,1366,768,Standard,Standard,Intel,Core,2.5,1024,0,HDD,Intel,HD
Lenovo,Ultrabook,14,8,Windows 10,1.8,64755,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,256,0,SSD,AMD,Radeon
Lenovo,2 in 1 Convertible,15.6,16,Windows 10,2.0,101178,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
Chuwi,Notebook,12.3,6,Windows 10,1.4,23922,2736,1824,IPS Panel,Retina Display,Intel,Celeron,1.1,64,0,Flash,Intel,HD
HP,Notebook,15.6,8,Windows 10,2.3,76030,1920,1080,Standard,Full HD,Intel,Core,2.9,256,0,SSD,Intel,HD
Asus,Notebook,35.6,8,Linux,2.3,31808,1920,1080,Standard,Full HD,Intel,Core,2.4,1024,0,HDD,Nvidia,GeForce
Dell,Gaming,27.3,16,Windows 10,4.4,149130,2560,1440,IPS Panel,Standard,Intel,Core,2.9,256,1024,SSD,Nvidia,GeForce
Dell,Gaming,15.6,8,Windows 10,2.6,61751,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.0,60867,1920,1080,Standard,Full HD,Intel,Core,1.8,256,2048,SSD,AMD,Radeon
Dell,Ultrabook,14,8,Linux,1.6,58554,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
HP,Gaming,17.3,12,Windows 10,3.4,106506,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Mediacom,2 in 1 Convertible,11.6,4,Windows 10,1.2,15930,1920,1080,IPS Panel,Full HD,Intel,Celeron,1.1,32,0,SSD,Intel,HD
Samsung,Netbook,11.6,4,Chrome OS,1.2,14332,1366,768,Standard,Standard,Intel,Celeron,1.6,16,0,Flash,Intel,HD
Lenovo,Notebook,13.3,8,Windows 10,1.4,53812,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Lenovo,Notebook,14,4,Windows 10,1.7,31914,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,128,0,SSD,Intel,HD
Lenovo,Workstation,15.6,16,Windows 10,2.3,130269,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
Lenovo,Notebook,15.6,16,Windows 10,2.5,130482,1920,1080,Standard,Full HD,Intel,Core,2.9,512,0,SSD,Nvidia,Quadro
Asus,Gaming,17.3,8,Windows 10,3.2,90309,1920,1080,Standard,Full HD,AMD,Ryzen,3.2,256,1024,SSD,AMD,Radeon
HP,Notebook,15.6,4,Windows 10,2.1,18488,1366,768,Standard,Standard,Intel,Celeron,1.6,500,0,HDD,Intel,HD
Google,Ultrabook,12.3,16,Chrome OS,1.1,117162,2400,1600,Touchscreen,Standard,Intel,Core,1.3,512,0,SSD,Intel,HD
Lenovo,Ultrabook,24,24,Windows 10,1.3,126912,2560,1440,Standard,Standard,Intel,Core,2.7,512,0,SSD,Intel,HD
Asus,Notebook,15.6,4,Linux,2.0,29783,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,17.3,8,Windows 10,2.8,27652,1600,900,Standard,Standard,AMD,A6-Series,2.5,1024,0,HDD,AMD,Radeon
Dell,Notebook,15.6,4,Windows 10,2.2,39906,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,AMD,Radeon
Lenovo,Ultrabook,12.5,8,Windows 10,1.4,76137,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,18594,1920,1080,Standard,Full HD,Intel,Pentium,1.1,128,0,SSD,Intel,HD
HP,Gaming,15.6,8,Windows 10,2.2,58554,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,14,8,Windows 10,1.6,62817,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Acer,Notebook,15.6,4,Linux,2.4,23539,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,Intel,HD
Dell,Workstation,15.6,8,Windows 10,2.2,106187,1920,1080,Standard,Full HD,Intel,Xeon,3,64,1024,Flash,Nvidia,Quadro
MSI,Gaming,15.6,8,Windows 10,2.2,54757,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Microsoft,Ultrabook,13.5,16,Windows 10 S,1.2,137941,2256,1504,Touchscreen,Standard,Intel,Core,2.5,512,0,SSD,Intel,Iris
HP,Notebook,15.6,8,Windows 10,1.9,31381,1366,768,Standard,Standard,Intel,Core,2.5,128,0,SSD,Intel,HD
Dell,Workstation,15.6,16,Windows 10,2.2,105228,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,Quadro
HP,Workstation,15.6,8,Windows 10,2.3,81731,1920,1080,IPS Panel,Full HD,Intel,Core,2.9,512,0,SSD,Intel,HD
Lenovo,Notebook,14,8,Windows 10,1.6,71661,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.4,52161,1920,1080,Standard,Full HD,Intel,Core,1.8,128,1024,SSD,AMD,Radeon
Dell,2 in 1 Convertible,11.6,4,Windows 10,1.5,25521,1366,768,Touchscreen,Standard,Intel,Pentium,1.6,500,0,HDD,Intel,HD
Dell,Notebook,17.3,8,Windows 10,4.4,109010,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Microsoft,Ultrabook,13.5,4,Windows 10 S,1.3,52693,2256,1504,Touchscreen,Standard,Intel,Core,2.2,128,0,SSD,Intel,HD
Microsoft,Ultrabook,33.5,8,Windows 10 S,1.2,95850,2256,1504,Touchscreen,Standard,Intel,Core,2.5,256,0,SSD,Intel,Iris
HP,Notebook,17.3,8,Windows 10,2.5,34093,1600,900,Standard,Standard,Intel,Core,2,256,0,SSD,Intel,HD
Acer,Notebook,15.6,4,Windows 10,2.2,28984,1920,1080,Standard,Full HD,Intel,Core,2,1024,0,HDD,Nvidia,GeForce
Acer,Netbook,11.6,4,Windows 10,1.4,23176,1366,768,Standard,Standard,Intel,Celeron,1.6,128,0,SSD,Intel,HD
Asus,Notebook,15.6,8,Windows 10,2.4,39906,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
Lenovo,Notebook,14,8,No OS,1.5,42570,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,AMD,Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.7,111355,1920,1080,Standard,Full HD,Intel,Core,2.9,256,0,SSD,Nvidia,Quadro
Asus,Notebook,15.6,4,Windows 10,2.0,16197,1366,768,Standard,Standard,Intel,Pentium,1.1,500,0,HDD,Intel,HD
Acer,Notebook,15.6,4,Windows 10,2.2,24988,1366,768,Standard,Standard,Intel,Core,2,500,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.0,40439,1920,1080,Standard,Full HD,Intel,Core,1.6,2048,0,HDD,AMD,Radeon
HP,Gaming,17.3,12,Windows 10,3.8,90522,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
Lenovo,Ultrabook,14,12,Windows 10,1.4,98994,2560,1440,IPS Panel,Quad HD+,Intel,Core,2.6,256,0,SSD,Intel,HD
HP,2 in 1 Convertible,13.3,8,Windows 10,1.3,106506,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,1.8,512,0,SSD,Intel,UHD
HP,Notebook,15.6,8,Windows 10,1.9,61485,1920,1080,Standard,Full HD,Intel,Core,2.5,500,0,HDD,AMD,FirePro
Google,Ultrabook,12.3,8,Chrome OS,1.1,67932,2400,1600,Touchscreen,Standard,Intel,Core,1.2,128,0,SSD,Intel,HD
Dell,Ultrabook,13.3,8,Windows 10,1.4,98133,1920,1080,Touchscreen,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Asus,Notebook,15.6,12,Windows 10,2.1,69210,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.6,128,1024,SSD,Intel,HD
Dell,Notebook,14,8,Windows 10,1.8,39427,1366,768,Standard,Standard,Intel,Core,2.3,128,0,SSD,Intel,HD
Dell,Workstation,,8,Windows 10,1.8,128298,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,Quadro
Lenovo,Notebook,14,8,Windows 10,1.7,72673,1920,1080,Standard,Full HD,Intel,Core,2.5,180,0,SSD,Intel,HD
Toshiba,Notebook,13.3,8,Windows 10,1.0,89084,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,2.2,67239,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,512,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,4,Windows 10,2.2,31254,1366,768,Standard,Standard,Intel,Core,2.4,1024,0,HDD,Intel,HD
HP,Notebook,13.3,4,Windows 10,1.5,38681,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,128,0,SSD,Intel,UHD
Chuwi,Notebook,15.6,4,Windows 10,1.9,13261,1920,1080,Standard,Full HD,Intel,Atom,1.44,64,0,Flash,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.3,30103,1366,768,Standard,Standard,Intel,Core,2.0,128,0,SSD,Intel,HD
Lenovo,Notebook,14,8,Windows 10,1.8,55890,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Dell,Workstation,15.6,16,Windows 10,2.2,124568,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Nvidia,Quadro
Dell,Notebook,15.6,16,Windows 10,2.1,101178,1920,1080,Standard,Full HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
Lenovo,Ultrabook,12.5,16,Windows 10,1.4,95797,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Asus,Ultrabook,12.5,16,Windows 10,0.9,103896,1920,1080,Standard,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.3,53918,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Toshiba,Ultrabook,13.3,32,Windows 10,1.0,149130,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Asus,Gaming,15.6,8,Windows 10,2.0,71928,1920,1080,Standard,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Acer,Notebook,15.6,8,Windows 10,2.2,30849,1366,768,Standard,Standard,AMD,A10-Series,2.5,1024,0,HDD,AMD,Radeon
Asus,Gaming,17.3,24,Windows 10,4.3,67612,1920,1080,IPS Panel,Full HD,Intel,Core,2.6,256,1024,SSD,Nvidia,GeForce
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58554,1366,768,IPS Panel,Standard,Intel,Core,2.3,180,0,SSD,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.2,47893,1920,1080,Standard,Full HD,Intel,Core,1.8,256,0,SSD,Intel,UHD
HP,Notebook,14,8,Windows 10,1.5,93186,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,SSD,Intel,HD
Lenovo,Notebook,13.3,8,Windows 10,1.4,50562,1920,1080,IPS Panel,Full HD,Intel,Core,2.4,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.3,48538,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Asus,Netbook,11.6,4,Windows 10 S,1.2,18115,1366,768,Standard,Standard,Intel,Celeron,1.1,64,0,Flash,Intel,HD
HP,Notebook,15.6,8,Windows 10,1.9,32979,1366,768,Standard,Standard,Intel,Core,2.5,256,0,SSD,AMD,Radeon
Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.4,85194,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,256,0,SSD,Intel,UHD
Lenovo,Notebook,14,4,Windows 10,2.1,15930,1366,768,Standard,Standard,Intel,Celeron,1.1,500,0,HDD,Intel,HD
Lenovo,Netbook,11.6,4,Chrome OS,1.2,14119,1366,768,Standard,Standard,Intel,Celeron,1.6,16,0,SSD,Intel,HD
Lenovo,Notebook,13.3,8,Windows 10,1.4,50562,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Asus,Notebook,15.6,8,Windows 10,2.0,65214,1920,1080,Standard,Full HD,Intel,Core,2.7,256,1024,SSD,Intel,HD
Acer,Notebook,15.6,4,Windows 10,2.2,32660,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,1024,0,HDD,Nvidia,GeForce
HP,Ultrabook,13.3,8,Windows 10,1.3,70489,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,Gaming,15.6,8,No OS,2.4,61218,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.3,47898,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,128,0,SSD,Intel,HD
Acer,Notebook,15.6,4,Windows 10,2.2,34045,1920,1080,Standard,Full HD,Intel,Core,2.7,500,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.2,44542,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Intel,HD
Dell,Notebook,15.6,16,Windows 10,2.2,64961,1920,1080,Standard,Full HD,Intel,Core,1.8,256,2048,SSD,AMD,Radeon
Xiaomi,Notebook,15.6,16,No OS,2.0,74589,1920,1080,IPS Panel,Full HD,Intel,Core,1.8,256,0,SSD,Nvidia,GeForce
Asus,Netbook,11.6,2,Windows 10,1.1,13053,1366,768,Standard,Standard,Intel,Celeron,1.1,32,0,Flash,Intel,HD
HP,Notebook,15.6,4,Windows 10,2.0,27783,1366,768,Touchscreen,Standard,Intel,Core,1.6,1024,0,HDD,Intel,UHD
Asus,Gaming,15.6,24,Windows 10,2.2,158135,1920,1080,Standard,Full HD,Intel,Core,2.8,512,0,SSD,Nvidia,GeForce
HP,Notebook,15.6,8,Windows 10,2.0,47365,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Nvidia,GeForce
Asus,Gaming,17.3,16,Windows 10,3.0,80133,1920,1080,Standard,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
Lenovo,Gaming,15.6,8,Windows 10,3.2,74538,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
HP,Ultrabook,13.3,8,Windows 10,1.3,74538,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Intel,HD
Dell,Notebook,14,8,Windows 10,1.6,68184,1920,1080,Standard,Full HD,Intel,Core,2.6,256,0,SSD,Intel,HD
HP,Notebook,15.6,4,Windows 10,1.6,36709,1366,768,Standard,Standard,Intel,Core,2,128,0,SSD,Intel,HD
Dell,Notebook,17.3,8,Linux,2.8,47365,1920,1080,IPS Panel,Full HD,Intel,Core,1.6,128,1024,SSD,AMD,Radeon
Lenovo,Notebook,24,8,Windows 7,2.0,71395,1920,1080,Standard,Full HD,Intel,Core,2.3,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,42570,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Lenovo,Notebook,15.6,8,No OS,2.2,24455,1366,768,Standard,Standard,Intel,Core,2,2048,0,HDD,Nvidia,GeForce
Dell,Notebook,15.6,4,Windows 10,2.3,31168,1920,1080,Standard,Full HD,Intel,Core,2.5,500,0,HDD,AMD,Radeon
Dell,Notebook,15.6,8,Windows 10,1.9,73366,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Intel,HD
Dell,Gaming,17.3,16,Windows 10,4.4,160520,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,128,1024,SSD,Nvidia,GeForce
Toshiba,Notebook,15.6,8,Windows 10,2.0,45820,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,500,0,HDD,Intel,HD
Asus,Notebook,15.6,8,Windows 10,2.0,69210,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,2.7,256,1024,SSD,Nvidia,GeForce
Mediacom,Notebook,13.3,4,Windows 10,1.2,19660,1920,1080,IPS Panel,Full HD,Intel,Celeron,1.1,32,0,SSD,Intel,HD
Asus,Gaming,15.6,8,Windows 10,2.3,87858,1920,1080,IPS Panel,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,1.9,72940,1920,1080,Standard,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Windows 10,2.2,42486,1920,1080,Standard,Full HD,Intel,Core,1.6,256,0,SSD,AMD,Radeon
HP,Notebook,15.6,4,Windows 10,1.9,21258,1920,1080,Standard,Full HD,Intel,Pentium,1.6,256,0,SSD,Intel,HD
HP,Gaming,17.3,12,Windows 10,2.6,95850,1920,1080,Standard,Full HD,Intel,Core,2.8,1024,0,HDD,Nvidia,GeForce
Lenovo,Notebook,14,8,Windows 10,1.9,45767,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,0,SSD,Nvidia,GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.2,74538,3200,1800,Touchscreen,Quad HD+,Intel,Core,1.8,256,0,SSD,Intel,UHD
Dell,Notebook,14,4,Windows 10,1.6,39207,1920,1080,Standard,Full HD,Intel,Core,2,128,0,SSD,Intel,HD
HP,Ultrabook,13.3,8,Windows 10,1.3,61005,3200,1800,IPS Panel,Quad HD+,Intel,Core,2.7,256,0,SSD,Intel,HD
Acer,Gaming,15.6,8,Linux,2.4,42517,1920,1080,Standard,Full HD,Intel,Core,2.5,1024,0,HDD,Nvidia,GeForce
Asus,Notebook,15.6,4,Windows 10,2.0,18594,1366,768,Standard,Standard,AMD,E-Series,1.8,500,0,HDD,AMD,Radeon
HP,Notebook,15.6,4,Windows 10,2.1,37589,1920,1080,Standard,Full HD,Intel,Core,2.4,128,0,SSD,Intel,HD
Lenovo,Notebook,14,4,Windows 10,1.9,41824,1920,1080,Standard,Full HD,Intel,Core,2.5,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,4,No OS,2.2,24634,1920,1080,Standard,Full HD,Intel,Core,2.3,1024,0,HDD,Intel,HD
HP,Notebook,15.6,4,Windows 10,1.9,21152,1920,1080,Standard,Full HD,Intel,Core,2,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,8,Windows 10,2.0,92121,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,26586,1920,1080,Standard,Full HD,Intel,Core,2,128,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,1.9,59513,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Dell,Gaming,17.3,16,Windows 10,4.4,143802,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,1024,SSD,Nvidia,GeForce
HP,Notebook,17.3,8,Windows 10,2.6,28992,1600,900,Standard,Standard,Intel,Core,2,1024,0,HDD,Intel,HD
HP,Notebook,17.3,8,Windows 10,2.6,68198,1920,1080,Standard,Full HD,Intel,Core,2.7,1024,0,HDD,Nvidia,GeForce
Asus,Notebook,15.6,4,Linux,2.0,11934,1366,768,Standard,Standard,Intel,Celeron,1.1,500,0,HDD,Intel,HD
Mediacom,Notebook,13.3,4,Windows 10,1.4,13586,1920,1080,IPS Panel,Full HD,Intel,Atom,1.44,32,0,Flash,Intel,HD
Lenovo,Notebook,17.3,6,Windows 10,2.8,50562,1600,900,Standard,Standard,Intel,Core,2.7,128,1024,SSD,Nvidia,GeForce
HP,Notebook,15.6,6,Windows 10,1.9,30310,1920,1080,IPS Panel,Full HD,AMD,A10-Series,2.5,128,0,SSD,AMD,Radeon
Dell,Notebook,15.6,4,Windows 10,2.2,32921,1366,768,Standard,Standard,Intel,Core,2,1024,0,HDD,AMD,Radeon
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.2,18594,1920,1080,IPS Panel,Full HD,Intel,Celeron,2.0,32,0,Flash,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.0,33566,1920,1080,Standard,Full HD,Intel,Core,2.7,128,0,SSD,Intel,HD
HP,Ultrabook,13.3,16,Windows 10,1.2,104695,3200,1800,IPS Panel,Quad HD+,Intel,Core,1.2,512,0,SSD,Intel,HD
Lenovo,Notebook,17.3,8,Windows 10,3.4,159786,1920,1080,IPS Panel,Full HD,Intel,Core,2.8,256,0,SSD,Nvidia,Quadro
Asus,Notebook,15.6,8,Windows 10,2.5,44701,1920,1080,Standard,Full HD,Intel,Core,2.5,128,1024,SSD,Nvidia,GeForce
Dell,Ultrabook,13.3,8,Windows 10,1.2,85194,3840,2160,IPS Panel,4K Ultra HD,Intel,Core,1.6,128,0,SSD,Intel,UHD
Dell,Notebook,15.6,4,Windows 10,1.9,51095,1366,768,Standard,Standard,Intel,Core,2.6,500,0,HDD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.2,18328,1920,1080,Standard,Full HD,Intel,Pentium,1.1,500,0,HDD,Intel,HD
Lenovo,Notebook,14,4,Windows 10,2.0,52747,1366,768,Standard,Standard,Intel,Core,2.5,500,0,HDD,Intel,HD
HP,Workstation,17.3,8,Windows 10,3.1,99153,1600,900,Standard,Standard,Intel,Core,2.8,500,0,HDD,Nvidia,Quadro
HP,Notebook,14,8,Windows 10,1.9,20725,1366,768,Standard,Standard,Intel,Pentium,1.6,2048,0,HDD,Intel,HD
HP,Notebook,15.6,6,Windows 10,2.0,34578,1920,1080,IPS Panel,Full HD,AMD,A9-Series,3,256,0,SSD,AMD,Radeon
Lenovo,Notebook,15.6,8,Windows 10,2.3,44222,1920,1080,Standard,Full HD,Intel,Core,2.5,256,0,SSD,Intel,HD
Lenovo,Notebook,15.6,4,Windows 10,2.0,36496,1920,1080,Standard,Full HD,Intel,Core,1.6,500,0,HDD,Intel,HD
Mediacom,Notebook,14,4,Windows 10,1.4,13266,1920,1080,Standard,Full HD,Intel,Atom,1.44,32,0,SSD,Intel,HD
Toshiba,Ultrabook,14,16,Windows 10,1.2,99367,1920,1080,Touchscreen,Full HD,Intel,Core,2.7,512,0,SSD,Intel,HD
Lenovo,Gaming,17.3,32,Windows 10,4.6,141884,1920,1080,IPS Panel,Full HD,Intel,Core,2.7,256,1024,SSD,Nvidia,GeForce
MSI,Gaming,17.3,16,Windows 10,4.1,145401,1920,1080,Standard,Full HD,Intel,Core,2.9,512,1024,SSD,Nvidia,GeForce
Dell,Notebook,15.6,8,Linux,2.2,39907,1920,1080,Standard,Full HD,Intel,Core,2.7,256,0,SSD,AMD,Radeon
Mediacom,Notebook,14,4,Windows 10,1.4,20725,1920,1080,IPS Panel,Full HD,Intel,Celeron,1.1,32,0,SSD,Intel,HD
Dell,Notebook,15.6,8,Windows 10,1.9,53733,1366,768,Standard,Standard,Intel,Core,2.6,500,0,HDD,Intel,HD
HP,Notebook,13.3,4,Windows 10,1.5,38308,1920,1080,Standard,Full HD,Intel,Core,2.4,128,0,SSD,Intel,HD
