Company,TypeName,Inches,Ram,OpSys,Weight,Price,Screen Panel Type,Additional Screen Features,Screen Resolution,CPU Brand,CPU Series,CPU Model Number,CPU Clock Speed,Gpu Brand,Gpu Series,Gpu Type,Main Storage Size,Main Storage Type,Additional Storage Size
Lenovo,Notebook,15.6,4,Windows 10,2.3,30103,Standard,Standard,1366x768,Intel,Core,i3,2.0,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Dell,Workstation,15.6,16,Windows 10,2.17,124568,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,Quadro M620,Quadro,512,SSD,0
Dell,Notebook,15.6,16,Windows 10,2.06,101178,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,512,SSD,0
Lenovo,Ultrabook,12.5,16,Windows 10,1.36,95797,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Asus,Ultrabook,12.5,16,Windows 10,0.91,103896,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,53918,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 940MX,GeForce,256,SSD,0
Toshiba,Ultrabook,13.3,32,Windows 10,1.05,149130,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Asus,Gaming,15.6,8,Windows 10,1.99,71928,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Asus,Gaming,17.3,24,Windows 10,4.33,67612,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 965M,GeForce,256,SSD,0
Lenovo,Ultrabook,12.5,8,Windows 10,1.3,58554,IPS Panel,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,180,SSD,0
Lenovo,Notebook,13.3,8,Windows 10,1.4,50562,IPS Panel,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,48538,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Asus,Netbook,11.6,4,Windows 10 S,1.2,18115,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,64,Flash Storage,0
HP,Notebook,15.6,8,Windows 10,1.91,32979,Standard,Standard,1366x768,Intel,Core,i5,2.5,AMD,Radeon 520,Radeon,256,SSD,0
Lenovo,Notebook,14,4,Windows 10,2.1,15930,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,500,HDD,0
Lenovo,Netbook,11.6,4,Chrome OS,1.25,14119,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,16,SSD,0
Lenovo,Notebook,13.3,8,Windows 10,1.44,50562,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Asus,Notebook,15.6,8,Windows 10,2,65214,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Ultrabook,13.3,8,Windows 10,1.34,70489,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Gaming,15.6,8,No OS,2.4,61218,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Dell,Ultrabook,13.3,8,Windows 10,1.29,47898,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.2,34045,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,500,HDD,0
Dell,Notebook,15.6,16,Windows 10,2.2,64961,Standard,Full HD,1920x1080,Intel,Core,i7,1.8,AMD,Radeon 530,Radeon,256,SSD,0
Xiaomi,Notebook,15.6,16,No OS,1.95,74589,IPS Panel,Full HD,1920x1080,Intel,Core,i7,1.8,Nvidia,GeForce MX150,GeForce,256,SSD,0
Asus,Netbook,11.6,2,Windows 10,1.1,13053,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
Asus,Gaming,15.6,24,Windows 10,2.24,158135,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX1080,GeForce,512,SSD,0
HP,Notebook,15.6,8,Windows 10,2.04,47365,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce 930MX,GeForce,256,SSD,0
Asus,Gaming,17.3,16,Windows 10,3,80133,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX1050 Ti,GeForce,256,SSD,0
Lenovo,Gaming,15.6,8,Windows 10,3.2,74538,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
HP,Ultrabook,13.3,8,Windows 10,1.32,74538,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Notebook,14,8,Windows 10,1.64,68184,Standard,Full HD,1920x1080,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 10,1.63,36709,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Dell,Notebook,17.3,8,Linux,2.8,47365,IPS Panel,Full HD,1920x1080,Intel,Core,i5,1.6,AMD,Radeon 530,Radeon,128,SSD,0
Lenovo,Notebook,24,8,Windows 7,2.02,71395,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Dell,Notebook,15.6,4,Windows 10,2.3,31168,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,AMD,Radeon R5 M430,Radeon,500,HDD,0
Dell,Notebook,15.6,8,Windows 10,1.9,73366,Standard,Full HD,1920x1080,Intel,Core,i5,2.8,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Gaming,17.3,16,Windows 10,4.42,160520,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,128,SSD,0
Toshiba,Notebook,15.6,8,Windows 10,2.0,45820,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Asus,Notebook,15.6,8,Windows 10,2,69210,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.7,Nvidia,GeForce GTX 960M,GeForce,256,SSD,0
Mediacom,Notebook,13.3,4,Windows 10,1.2,19660,IPS Panel,Full HD,1920x1080,Intel,Celeron,N3450,1.1,Intel,HD Graphics 500,HD Graphics,32,SSD,0
Asus,Gaming,15.6,8,Windows 10,2.3,87858,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Dell,Notebook,15.6,8,Windows 10,1.93,72940,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce 930MX,GeForce,256,SSD,0
Dell,Notebook,15.6,8,Windows 10,2.2,42486,Standard,Full HD,1920x1080,Intel,Core,i5,1.6,AMD,Radeon 530,Radeon,256,SSD,0
HP,Notebook,15.6,4,Windows 10,1.86,21258,Standard,Full HD,1920x1080,Intel,Pentium,N3710,1.6,Intel,HD Graphics 405,HD Graphics,256,SSD,0
Lenovo,Notebook,14,8,Windows 10,1.87,45767,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,256,SSD,0
Dell,Notebook,14,4,Windows 10,1.6,39207,Standard,Full HD,1920x1080,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
HP,Ultrabook,13.3,8,Windows 10,1.34,61005,IPS Panel,Quad HD+,3200x1800,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Asus,Notebook,15.6,4,Windows 10,2,18594,Standard,Standard,1366x768,AMD,E-Series,7110,1.8,AMD,Radeon R2 Graphics,Radeon,500,HDD,0
HP,Notebook,15.6,4,Windows 10,2.1,37589,Standard,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Lenovo,Notebook,14,4,Windows 10,1.87,41824,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
HP,Notebook,15.6,4,Windows 10,1.86,21152,Standard,Full HD,1920x1080,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,Notebook,15.6,8,Windows 10,1.99,92121,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,26586,Standard,Full HD,1920x1080,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Dell,Notebook,15.6,8,Windows 10,1.9,59513,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Gaming,17.3,16,Windows 10,4.42,143802,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Asus,Notebook,15.6,4,Linux,2,11934,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,500,HDD,0
Mediacom,Notebook,13.3,4,Windows 10,1.35,13586,IPS Panel,Full HD,1920x1080,Intel,Atom,x5-Z8350,1.4,Intel,HD Graphics,HD Graphics,32,Flash Storage,0
Lenovo,Notebook,17.3,6,Windows 10,2.8,50562,Standard,Standard,1600x900,Intel,Core,i7,2.7,Nvidia,GeForce 940MX,GeForce,128,SSD,0
HP,Notebook,15.6,6,Windows 10,1.91,30310,IPS Panel,Full HD,1920x1080,AMD,A10-Series,A10,2.5,AMD,Radeon 530,Radeon,128,SSD,0
Acer,2 in 1 Convertible,11.6,4,Windows 10,1.25,18594,IPS Panel,Full HD,1920x1080,Intel,Celeron,N3350,2.0,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
Lenovo,Notebook,15.6,4,Windows 10,2.05,33566,Standard,Full HD,1920x1080,Intel,Core,i3,2.7,Intel,HD Graphics 620,HD Graphics,128,SSD,0
HP,Ultrabook,13.3,16,Windows 10,1.16,104695,IPS Panel,Quad HD+,3200x1800,Intel,Core,6Y75,1.2,Intel,HD Graphics 515,HD Graphics,512,SSD,0
Lenovo,Notebook,17.3,8,Windows 10,3.4,159786,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,Quadro M620M,Quadro,256,SSD,0
Asus,Notebook,15.6,8,Windows 10,2.5,44701,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Dell,Notebook,15.6,4,Windows 10,1.93,51095,Standard,Standard,1366x768,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,18328,Standard,Full HD,1920x1080,Intel,Pentium,N4200,1.1,Intel,HD Graphics 505,HD Graphics,500,HDD,0
Lenovo,Notebook,14,4,Windows 10,2.02,52747,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
HP,Workstation,17.3,8,Windows 10,3.14,99153,Standard,Standard,1600x900,Intel,Core,i5,2.8,Nvidia,Quadro M1200,Quadro,500,HDD,0
HP,Notebook,15.6,6,Windows 10,1.95,34578,IPS Panel,Full HD,1920x1080,AMD,A9-Series,A9,2.3,AMD,Radeon 530,Radeon,256,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,2.3,44222,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.05,36496,Standard,Full HD,1920x1080,Intel,Core,i5,1.6,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Mediacom,Notebook,14,4,Windows 10,1.4,13266,Standard,Full HD,1920x1080,Intel,Atom,x5-Z8350,1.4,Intel,HD Graphics,HD Graphics,32,SSD,0
Toshiba,Ultrabook,14,16,Windows 10,1.24,99367,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Gaming,17.3,32,Windows 10,4.6,141884,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
MSI,Gaming,17.3,16,Windows 10,4.14,145401,Standard,Full HD,1920x1080,Intel,Core,i7,2.9,Nvidia,GeForce GTX 1070,GeForce,512,SSD,0
Dell,Notebook,15.6,8,Linux,2.2,39907,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,AMD,Radeon R5 M430,Radeon,256,SSD,0
Mediacom,Notebook,14,4,Windows 10,1.45,20725,IPS Panel,Full HD,1920x1080,Intel,Celeron,N3450,1.1,Intel,HD Graphics 500,HD Graphics,32,SSD,0
Dell,Notebook,15.6,8,Windows 10,1.9,53733,Standard,Standard,1366x768,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,500,HDD,0
HP,Notebook,13.3,4,Windows 10,1.49,38308,Standard,Full HD,1920x1080,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Dell,Notebook,15.6,16,Windows 10,1.93,81912,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce 930MX,GeForce,256,SSD,0
Dell,Netbook,11.6,4,Chrome OS,1.26,15717,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,16,Flash Storage,0
MSI,Gaming,17.3,16,Windows 10,4.5,125154,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 980M,GeForce,128,SSD,0
HP,Gaming,17.3,16,Windows 10,3.78,79813,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,256,SSD,0
Lenovo,Ultrabook,14,12,Windows 10,8.4,89137,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Asus,Gaming,17.3,8,Windows 10,2.73,94305,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Lenovo,Notebook,15.6,12,Windows 10,2.2,50562,Standard,Full HD,1920x1080,AMD,A12-Series,A12,3.6,AMD,Radeon 530,Radeon,512,SSD,0
Dell,2 in 1 Convertible,31.6,4,Windows 10,1.39,32127,Touchscreen,Standard,1366x768,Intel,Core,7Y30,1.0,Intel,HD Graphics 615,HD Graphics,128,SSD,0
Samsung,Notebook,15.6,16,Windows 10,2.5,90522,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
Lenovo,Notebook,17.3,4,No OS,2.8,28185,Standard,Full HD,1920x1080,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,107892,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Lenovo,Notebook,14,8,Windows 10,1.7,78534,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 630,HD Graphics,256,SSD,0
Dell,2 in 1 Convertible,12.5,8,Windows 10,1.34,88977,Touchscreen,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Dell,Workstation,15.6,8,Windows 10,2.06,93932,Touchscreen,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,Quadro M620,Quadro,256,SSD,0
HP,Notebook,15.6,8,Windows 10,1.84,64948,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 10,2.1,35616,Standard,Standard,1366x768,Intel,Core,i3,2.4,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Acer,Notebook,14,4,Windows 10,1.6,17529,Standard,Full HD,1920x1080,Intel,Celeron,N3450,1.1,Intel,HD Graphics 500,HD Graphics,32,Flash Storage,0
MSI,Gaming,17.3,16,Windows 10,4.14,117162,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 970M,GeForce,128,SSD,0
MSI,Gaming,15.6,16,Windows 10,1.8,122490,Standard,4K Ultra HD,3840x2160,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Toshiba,Notebook,15.6,8,Windows 10,2.2,74538,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.5,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2,69210,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Intel,HD Graphics 630,HD Graphics,256,SSD,0
Acer,Notebook,14,4,Windows 10,1.6,18594,Standard,Standard,1366x768,Intel,Pentium,N3710,1.6,Intel,HD Graphics 405,HD Graphics,128,Flash Storage,0
Dell,Notebook,15.6,4,Linux,1.93,46300,Standard,Standard,1366x768,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Asus,Gaming,17.3,8,Windows 10,3,62231,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,128,SSD,0
HP,Ultrabook,15.6,8,Windows 10,1.84,74005,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
MSI,Gaming,15.6,16,Windows 10,2.94,120831,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
Acer,2 in 1 Convertible,11.6,4,Chrome OS,1.25,20193,IPS Panel,Standard,1366x768,Intel,Celeron,N3160,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
HP,Notebook,14,8,Windows 10,2.31,59886,Standard,Standard,1366x768,Intel,Core,i5,2.6,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,14,8,Windows 7,1.65,78055,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Fujitsu,Notebook,15.6,8,Windows 10,2.2,42570,Standard,Standard,1366x768,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Notebook,15.6,4,Windows 7,1.88,49656,Standard,Standard,1366x768,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Mediacom,Notebook,14,2,Windows 10,1.4,12733,Standard,Full HD,1920x1080,Intel,Atom,x5-Z8350,1.4,Intel,HD Graphics,HD Graphics,32,Flash Storage,0
Lenovo,Notebook,15.6,4,No OS,2.2,24935,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,128,SSD,0
Asus,Ultrabook,14,16,Windows 10,11.1,101232,Standard,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Dell,Gaming,15.6,16,Windows 10,2.62,78801,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,256,SSD,0
Lenovo,Notebook,14,2,Windows 10,1.42,13266,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics 400,HD Graphics,32,Flash Storage,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,93635,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Gaming,15.6,8,Windows 10,2.5,59087,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050M,GeForce,128,SSD,0
Lenovo,Ultrabook,14,16,Windows 10,1.14,130536,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Acer,Notebook,15.6,4,Windows 10,2.4,23976,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Lenovo,Notebook,14,4,Windows 10,1.43,14598,Standard,Standard,1366x768,Intel,Celeron,N3060,1.6,Intel,HD Graphics,HD Graphics,32,Flash Storage,0
Razer,Gaming,14,16,Windows 10,1.95,138474,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,256,SSD,0
Toshiba,Notebook,13.3,8,Windows 10,1.2,64628,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Ultrabook,12.5,8,Windows 10,1.36,84395,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Asus,Gaming,17.3,32,Windows 10,3.8,149130,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.7,Nvidia,GeForce GTX 1080,GeForce,512,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.2,63499,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050 Ti,GeForce,128,SSD,0
HP,Notebook,15.6,4,No OS,1.86,19441,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
Toshiba,Notebook,15.6,8,Windows 10,2.0,56689,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,500,HDD,0
Dell,Notebook,15.6,8,Windows 10,6.2,48964,Standard,Full HD,1920x1080,Intel,Core,i7,1.8,AMD,Radeon 530,Radeon,256,SSD,0
Dell,Notebook,15.6,16,Windows 10,2.2,60472,Standard,Full HD,1920x1080,Intel,Core,i7,1.8,AMD,Radeon 530,Radeon,256,SSD,0
Lenovo,Gaming,15.6,8,Windows 10,3.31,63722,IPS Panel,Full HD,1920x1080,Intel,Core,i7,2.6,Nvidia,GeForce GTX 960,GeForce,128,SSD,0
Dell,Gaming,17.3,32,Windows 10,4.42,167691,IPS Panel,4K Ultra HD,3840x2160,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1070,GeForce,512,SSD,0
Dell,Notebook,14,8,Windows 10,1.56,65481,Standard,Full HD,1920x1080,Intel,Core,i5,2.4,Intel,HD Graphics 520,HD Graphics,256,SSD,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,22324,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,500,HDD,0
Lenovo,Notebook,15.6,4,Windows 10,2.2,28504,Standard,Full HD,1920x1080,Intel,Core,i5,2.3,Intel,HD Graphics 520,HD Graphics,500,HDD,0
MSI,Gaming,17.3,8,Windows 10,2.7,79215,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
Toshiba,Notebook,15.6,4,Windows 10,2.1,26533,Standard,Standard,1366x768,Intel,Core,i3,2.1,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Toshiba,Notebook,15.6,8,Windows 10,2.0,67026,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Acer,Notebook,15.6,4,Linux,2.1,21951,Standard,Standard,1366x768,Intel,Core,i3,2.3,Intel,HD Graphics 520,HD Graphics,128,SSD,0
Microsoft,Ultrabook,13.5,8,Windows 10 S,1.252,99519,Touchscreen,Standard,2256x1504,Intel,Core,i7,2.8,Intel,Iris Plus Graphics 640,Iris,256,SSD,0
Lenovo,Notebook,15.6,8,Windows 10,1.90,43580,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,AMD,Radeon R5 M430,Radeon,128,SSD,0
Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,55091,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Lenovo,Notebook,35.6,4,Windows 10,2.2,18594,Standard,Standard,1366x768,AMD,E-Series,E2-9000,2.2,AMD,Radeon R2 Graphics,Radeon,128,SSD,0
HP,2 in 1 Convertible,14,4,Windows 10,1.63,37242,IPS Panel,Full HD,1920x1080,Intel,Core,i3,2.4,Nvidia,GeForce 940MX,GeForce,128,SSD,0
MSI,Gaming,15.6,16,Windows 10,2.4,68944,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,GeForce GTX 1050,GeForce,256,SSD,0
Asus,Ultrabook,14,8,Windows 10,1.1,60472,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,2 in 1 Convertible,11.6,8,Chrome OS,1.4,26373,Touchscreen,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,64,Flash Storage,0
LG,Ultrabook,15.6,8,Windows 10,1.09,122490,IPS Panel,Full HD,1920x1080,Intel,Core,i7,1.8,Intel,HD Graphics 620,HD Graphics,512,SSD,0
Acer,Gaming,15.6,16,Windows 10,2.5,69210,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050 Ti,GeForce,256,SSD,0
MSI,Gaming,15.6,8,Windows 10,2.2,53168,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1050,GeForce,256,SSD,0
Asus,Notebook,15.6,4,Windows 10,1.86,22324,Standard,Standard,1366x768,Intel,Celeron,N3350,1.1,Intel,HD Graphics 500,HD Graphics,128,SSD,0
Dell,Gaming,15.6,16,Windows 10,3.21,109277,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Nvidia,GeForce GTX 1060,GeForce,128,SSD,0
HP,Notebook,17.3,4,Windows 10,2.5,37242,IPS Panel,Full HD,1920x1080,Intel,Core,i3,2.3,AMD,Radeon R5 520,Radeon,256,SSD,0
Dell,Gaming,15.6,16,Windows 10,3.49,149916,Standard,Full HD,1920x1080,Intel,Core,i7,2.9,Nvidia,GeForce GTX 1070,GeForce,256,SSD,0
HP,Notebook,15.6,4,Windows 10,1.86,32639,Standard,Standard,1366x768,Intel,Core,i5,2.5,AMD,Radeon 520,Radeon,500,HDD,0
Lenovo,Notebook,14,4,Windows 10,1.7,37242,Standard,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
HP,Workstation,17.3,8,Windows 10,3.14,101657,Standard,Full HD,1920x1080,Intel,Core,i7,2.8,Nvidia,Quadro M1200,Quadro,500,HDD,0
Lenovo,2 in 1 Convertible,14,8,Windows 10,1.42,137995,Touchscreen,Standard,2560x1440,Intel,Core,i7,2.7,Intel,HD Graphics 620,HD Graphics,256,SSD,0
Toshiba,Notebook,13.3,8,Windows 10,1.5,51841,IPS Panel,Full HD,1920x1080,Intel,Core,i5,2.5,Intel,HD Graphics 620,HD Graphics,256,SSD,0
